word	speech_count	narrative_count
conrad	10	31
tysen	10	31
ema	10	31
samaira	10	31
gionni	10	31
jaida	10	31
haydin	10	31
cathy	10	31
zakiya	10	31
chauncey	10	31
cataleya	10	31
amilcar	10	31
jaison	10	31
uma	10	31
niklas	10	31
croix	10	31
alias	10	31
landis	10	31
loryn	10	31
jessalyn	10	31
santo	10	31
keagan	10	31
demetrio	10	31
dies	10	30
anish	10	30
tricia	10	30
kenzington	10	30
jobe	10	30
blaine	10	30
koryn	10	30
janel	10	30
informs	10	30
samaya	10	30
vann	10	30
yanely	10	30
lizeth	10	30
yesenia	10	30
abdoulaye	10	30
telephone	10	30
deysi	10	30
alynna	10	30
mohamad	10	30
becca	10	30
porter	10	29
jaquon	10	29
courtnee	10	29
yadiel	10	29
zamiyah	10	29
holli	10	29
donisha	10	29
witten	10	29
janiyah	10	29
jamier	10	29
ladonna	10	29
ellia	10	29
leanna	10	29
danae	10	29
anica	10	29
tiyana	10	29
maximilian	10	29
asiyah	10	29
alexcia	10	29
taelyn	10	29
aizen	10	28
kinzie	10	28
keiry	10	28
larae	10	28
shakur	10	28
rhett	10	28
gretta	10	28
katlyn	10	28
melisa	10	28
rachael	10	28
myleigh	10	28
chrystal	10	28
laina	10	28
lucinda	10	28
jahaziel	10	28
gwendalyn	10	28
abbygail	10	28
asher	10	28
freshman	10	28
avraham	10	28
paloma	10	28
lanaya	10	28
celestino	10	28
kamdyn	10	28
kearstin	10	28
kye	10	28
jaylie	10	28
dontrell	10	28
kacie	10	28
destin	10	28
neev	10	28
nael	10	27
jannah	10	27
leora	10	27
marti	10	27
damir	10	27
reza	10	27
agustin	10	27
scarlet	10	27
tierra	10	27
wilfredo	10	27
sean	10	27
jestin	10	27
jacinto	10	27
monika	10	27
javonta	10	27
breanne	10	27
sakura	10	27
delayna	10	27
keandre	10	27
maraya	10	27
jamileth	10	27
curtis	10	27
carlyn	10	27
ellyana	10	27
ceasar	10	27
manav	10	27
clarissa	10	27
deanne	10	26
sharmaine	10	26
ailee	10	26
hindy	10	26
chandra	10	26
bleed	10	26
rahaf	10	26
deandrea	10	26
karena	10	26
ajla	10	26
janessa	10	26
jayceon	10	26
kelani	10	26
alysa	10	26
adan	10	26
jostin	10	26
coen	10	26
kailani	10	26
morelia	10	26
yechezkel	10	26
avyanna	10	26
johndavid	10	26
gehrig	10	26
whitlee	10	26
jayna	10	26
darian	10	26
valorie	10	26
giavanna	10	26
dustyn	10	26
alejandro	10	26
jayme	10	26
keyonna	10	26
bryonna	10	26
tennyson	10	25
finneas	10	25
shantal	10	25
disbelief	10	25
makynzie	10	25
antony	10	25
azeneth	10	25
mirabelle	10	25
flirt	10	25
mayte	10	25
hillel	10	25
vicki	10	25
juanpablo	10	25
venessa	10	25
paxtyn	10	25
iyana	10	25
nyree	10	25
joyce	10	25
kaliyah	10	25
ashlen	10	25
gianmarco	10	25
chyann	10	25
jethro	10	25
blaise	10	25
alyana	10	25
nabil	10	25
jaylan	10	24
orson	10	24
maris	10	24
eiza	10	24
analucia	10	24
samar	10	24
willie	10	24
dreshawn	10	24
aralyn	10	24
irie	10	24
heavenlee	10	24
johnae	10	24
jaye	10	24
insults	10	24
rudra	10	24
rosella	10	24
maddelyn	10	24
reinaldo	10	24
emil	10	24
jenaya	10	24
alysia	10	24
terrell	10	24
brianne	10	24
nassir	10	24
divina	10	24
aliyanna	10	24
grin	10	24
brenna	10	24
makaya	10	24
rockwell	10	24
julyssa	10	24
nestor	10	23
brithany	10	23
unfaithful	10	23
jorja	10	23
evolet	10	23
eliseo	10	23
blond	10	23
kaitlin	10	23
tamiya	10	23
savion	10	23
harmonie	10	23
abdullahi	10	23
bubbling	10	23
shylee	10	23
lucile	10	23
carolyn	10	23
trenton	10	23
dumped	10	23
lya	10	23
holton	10	23
corinthian	10	23
leonora	10	22
lynsey	10	22
pricilla	10	22
sahana	10	22
abril	10	22
sabian	10	22
keyaira	10	22
ayub	10	22
xaria	10	22
dakota	10	22
donavin	10	22
condolences	10	22
katelynne	10	22
elizah	10	22
caterina	10	22
efraim	10	22
melodee	10	22
donya	10	22
zayleigh	10	22
diante	10	22
amare	10	22
pearce	10	22
dominque	10	22
annabell	10	22
jahi	10	22
keturah	10	21
sai	10	21
rosabella	10	21
brienna	10	21
lakeisha	10	21
montrel	10	21
andree	10	21
reema	10	21
amberlyn	10	21
matias	10	21
zaidyn	10	21
westley	10	21
nereida	10	21
zade	10	21
jasiel	10	21
kellen	10	21
larissa	10	21
samya	10	21
parish	10	21
sonia	10	21
berkley	10	21
brigid	10	21
tayson	10	21
amayrani	10	21
arleth	10	21
damia	10	21
laniya	10	21
lenore	10	21
lianna	10	21
analia	10	21
lakshmi	10	21
keshia	10	21
yusef	10	21
cordell	10	21
yolanda	10	21
lanya	10	21
salvador	10	20
addalynn	10	20
cayce	10	20
zacharie	10	20
jarren	10	20
lois	10	20
damarco	10	20
dontae	10	20
jireh	10	20
manolo	10	20
xavian	10	20
kota	10	20
graydon	10	20
chana	10	20
kenyan	10	20
sienna	10	20
myriam	10	20
aishah	10	20
yailin	10	20
gerrit	10	20
gonzalo	10	20
elian	10	20
sekani	10	20
kyaire	10	20
stefania	10	20
isai	10	19
kalub	10	19
margarito	10	19
bryar	10	19
charlette	10	19
mamadou	10	19
maleni	10	19
kahari	10	19
rashid	10	19
maryah	10	19
kyng	10	19
yohan	10	19
madisson	10	19
treyton	10	19
kinlee	10	19
marquice	10	19
madelin	10	19
adria	10	18
wildly	10	18
jelisa	10	18
paisleigh	10	18
viktor	10	18
vanesa	10	18
ewan	10	18
lends	10	18
intimidate	10	18
verity	10	18
johannes	10	18
alaura	10	18
nicco	10	18
gianella	10	18
downfall	10	18
kelsi	10	18
fawn	10	17
aslan	10	17
kendra	10	17
saeed	10	17
javien	10	17
kortez	10	17
chayse	10	17
nalia	10	17
ravi	10	17
kiersten	10	17
armond	10	17
daysia	10	16
melodi	10	16
davante	10	16
remy	10	16
jimi	10	15
odor	10	15
shawna	10	15
secretary	10	15
loaned	10	15
draco	10	15
desiray	10	15
georgianna	10	15
shaina	10	15
rayhan	10	15
devine	10	14
maylin	10	14
eliot	10	14
replying	10	14
nurse's	10	13
collided	10	13
xena	10	13
jett	10	13
strolled	10	13
bets	10	12
emerged	10	12
liquor	10	12
freckles	10	12
dominance	10	11
salome	10	11
helicopter	10	11
briefcase	10	11
mcdonald's	10	11
shoreline	10	11
manipulating	10	11
rob	10	11
generously	10	11
moment's	10	11
taped	10	11
anticipates	10	11
motorbike	10	10
cds	10	10
sin	10	10
tucking	10	10
dishonesty	10	10
hostility	10	10
candlelit	10	10
stapler	10	9
lawnmower	10	9
tingling	10	9
spoonful	10	9
hacking	10	9
lunged	10	9
avengers	10	9
snuggling	10	8
frazzled	10	8
choking	10	8
institution	10	8
mowed	10	8
demons	10	8
toilets	10	8
coursing	10	8
pole	10	7
rejecting	10	7
friendlier	10	7
ignorance	10	7
peck	10	7
corsage	10	7
edited	10	7
verge	10	7
macaroni	10	7
checkered	10	7
jumpy	10	7
stirred	10	7
disappearance	10	7
soothes	10	6
sharpener	10	6
fuse	10	6
clings	10	6
countertop	10	6
flushed	10	6
smelly	10	6
passcode	10	6
lid	10	6
refrigerator	10	6
jenna's	10	6
trashed	10	6
interfering	10	6
defeats	10	5
approximately	10	5
sighs	10	5
islam	10	5
puppet	10	5
darks	10	5
firefox	10	5
embraces	10	5
gnome	10	5
pi	10	5
splashes	10	5
controller	10	5
swallowing	10	4
cynical	10	4
firefighters	10	4
radiator	10	4
flags	10	4
sack	10	4
stab	10	4
insistence	10	4
subsided	10	4
shutters	10	4
intimidation	10	4
women's	10	4
glided	10	4
outback	10	4
acquire	10	4
superpowers	10	4
announcing	10	4
stubbornness	10	4
expertly	10	4
upstream	10	4
thirst	10	4
wedged	10	4
arm's	10	4
prop	10	4
kitty	10	4
yards	10	4
watchful	10	4
decreased	10	4
muse	10	4
forged	10	3
pandemic	10	3
exploiting	10	3
wove	10	3
smack	10	3
depended	10	3
admissions	10	3
erupted	10	3
seared	10	3
declining	10	3
prophecy	10	3
chalk	10	3
endured	10	3
formulating	10	3
blurred	10	3
playoffs	10	3
initials	10	3
wrappers	10	3
brochure	10	3
messaged	10	3
flapping	10	3
withholding	10	3
des	10	2
prescriptions	10	2
dexterity	10	2
discarded	10	2
inhale	10	2
ponies	10	2
concession	10	2
cranky	10	2
futile	10	2
chants	10	2
bred	10	2
disappearances	10	2
binds	10	2
resembles	10	2
provider	10	2
predator	10	2
hem	10	2
giver	10	2
shards	10	2
panda	10	2
cola	10	2
firmer	10	2
shutter	10	2
liability	10	2
hooves	10	2
petty	10	2
mice	10	2
debut	10	2
noun	10	2
purrs	10	2
discourage	10	2
unease	10	2
raking	10	2
undercover	10	2
belittle	10	2
colliding	10	1
foggy	10	1
tumultuous	10	1
discontent	10	1
probiotics	10	1
cider	10	1
powdered	10	1
pebble	10	1
feedings	10	1
appalachian	10	1
vessels	10	1
complacent	10	1
pressuring	10	1
dna	10	1
bias	10	1
ignites	10	1
sweeten	10	1
honeycrisp	10	1
deduction	10	1
implies	10	1
aerodynamic	10	1
oof	10	1
staggering	10	1
originals	10	1
strategist	10	1
identification	10	1
dozens	10	1
hazy	10	1
handouts	10	1
unattainable	10	1
cookout	10	1
avoidable	10	1
validity	10	1
font	10	1
solidarity	10	1
recruiting	10	1
eclipse	10	1
unlimited	10	1
headset	10	1
java	10	1
vegetation	10	1
exertion	10	1
fonts	10	1
counselors	10	1
dissolve	10	1
ceramics	10	1
yielding	10	1
babe	10	1
sealant	10	1
flickered	10	1
conquered	10	1
relieves	10	1
elastic	10	1
ironed	10	1
evening's	10	1
lineage	10	1
alienate	10	1
resourcefulness	10	1
symbolized	10	1
kingdoms	10	1
pollen	10	1
unleash	10	1
deciphering	10	1
waterfront	10	1
warp	10	1
untrue	10	1
nightlight	10	1
nifty	10	0
untold	10	0
hesitations	10	0
fortify	10	0
workaround	10	0
cosine	10	0
alters	10	0
paragliding	10	0
dialects	10	0
diverging	10	0
personalizing	10	0
derived	10	0
capitalizing	10	0
ribbons	10	0
railroads	10	0
ai's	10	0
fallback	10	0
merged	10	0
sidestep	10	0
flashbacks	10	0
storybooks	10	0
valve	10	0
song's	10	0
visualized	10	0
closures	10	0
oats	10	0
recruitment	10	0
entity	10	0
sociology	10	0
twilight	10	0
billing	10	0
textiles	10	0
exploding	10	0
revelations	10	0
reboot	10	0
prediction	10	0
forte	10	0
docs	10	0
intersects	10	0
cake's	10	0
adventurers	10	0
wordpress	10	0
radius	10	0
ar	10	0
nighter	10	0
quiche	10	0
stiffness	10	0
males	10	0
hehe	10	0
usb	10	0
exponential	10	0
workable	10	0
kettle	10	0
por	10	0
polar	10	0
dismantle	10	0
staffed	10	0
underwhelming	10	0
photoshop	10	0
engineered	10	0
bombarded	10	0
chirpy	10	0
corrupted	10	0
cumulative	10	0
continual	10	0
stuff's	10	0
reinvent	10	0
cardamom	10	0
bolted	10	0
collectibles	10	0
metronome	10	0
sedimentary	10	0
trailing	10	0
emptier	10	0
batches	10	0
scarring	10	0
budding	10	0
deploying	10	0
subconsciously	10	0
audits	10	0
referrals	10	0
moroccan	10	0
nourish	10	0
throat's	10	0
resend	10	0
snowboarding	10	0
divers	10	0
forging	10	0
diagnostics	10	0
manuals	10	0
sine	10	0
breadth	10	0
analysts	10	0
manager's	10	0
unknowingly	10	0
brainer	10	0
estoy	10	0
shakespeare	10	0
encapsulated	10	0
mascot	10	0
wasabi	10	0
octopus	10	0
clouded	10	0
membrane	10	0
commence	10	0
conciseness	10	0
facilitated	10	0
pediatrician	10	0
shuffling	10	0
resemble	10	0
inquiry	10	0
revenues	10	0
reinforcements	10	0
toxins	10	0
fencing	10	0
absentmindedly	10	0
veering	10	0
exacerbate	10	0
diminishing	10	0
flours	10	0
restructured	10	0
rehashing	10	0
dryness	10	0
northeast	10	0
enthralling	10	0
preview	10	0
seeps	10	0
entities	10	0
evoking	10	0
leveraged	10	0
nighttime	10	0
adams	10	0
ramifications	10	0
guardians	10	0
cancellation	10	0
concluding	10	0
tinker	10	0
crowdfunding	10	0
exponent	10	0
workload's	10	0
strategized	10	0
placements	10	0
pollinators	10	0
crispiness	10	0
crystals	10	0
educators	10	0
timestamps	10	0
teeming	10	0
inequality	10	0
dilation	10	0
amalfi	10	0
rallying	10	0
scone	10	0
alignments	10	0
le	10	0
interventions	10	0
situational	10	0
kpis	10	0
excite	10	0
activated	10	0
lapping	10	0
filler	10	0
elasticity	10	0
sufficiently	10	0
deterrent	10	0
heighten	10	0
rigidly	10	0
aioli	10	0
inconsistency	10	0
boldness	10	0
tiresome	10	0
bagels	10	0
soundproofing	10	0
paralyzing	10	0
transparently	10	0
crab	10	0
refuel	10	0
digit	10	0
reinvesting	10	0
stripping	10	0
categorization	10	0
toning	10	0
chuckles	10	0
rarity	10	0
audiobook	10	0
advising	10	0
snowstorm	10	0
tidbits	10	0
murakami	10	0
haunts	10	0
nut	10	0
infamous	10	0
migratory	10	0
inefficiency	10	0
all's	10	0
viability	10	0
instantaneously	10	0
soo	10	0
poll	10	0
narrate	10	0
snowflakes	10	0
reshaping	10	0
adhered	10	0
gravitates	10	0
proficiency	10	0
perfectionism	10	0
jitters	10	0
history's	10	0
hydrangeas	10	0
accepts	9	255
hates	9	192
greets	9	133
interrupts	9	124
hides	9	65
dislikes	9	62
proceeded	9	60
taps	9	57
flush	9	47
maddux	9	44
nithya	9	43
lizabeth	9	42
irelynn	9	42
athanasios	9	41
infant	9	41
alesandra	9	39
alannah	9	39
rianne	9	39
ahuva	9	38
daniele	9	38
samia	9	38
fatma	9	37
gabriele	9	37
eliud	9	37
saisha	9	37
kanaan	9	37
jarvis	9	36
rosanna	9	36
claribel	9	36
joselynn	9	36
lyanna	9	36
westyn	9	35
arion	9	35
sariyah	9	35
jericho	9	35
traevon	9	35
everlee	9	35
ariana	9	35
stares	9	35
quetzalli	9	34
corissa	9	34
meah	9	34
lillyann	9	34
andreya	9	33
lazarus	9	33
jillian	9	33
zebadiah	9	33
kasi	9	33
shayleigh	9	33
brant	9	33
audra	9	33
allisa	9	33
chyenne	9	33
leilanie	9	33
mayci	9	33
sianna	9	33
noe	9	32
baltazar	9	32
magdalena	9	32
khristopher	9	32
dariela	9	32
karah	9	32
kolbe	9	32
maryam	9	32
josemanuel	9	32
xavi	9	31
thorin	9	31
edric	9	31
jagger	9	31
nakoa	9	31
angelina	9	31
myranda	9	31
audriana	9	31
kelli	9	31
reginae	9	31
brecklyn	9	31
genevieve	9	31
shanelle	9	31
mariya	9	30
ilias	9	30
carlito	9	30
elimelech	9	30
talha	9	30
jahleel	9	30
juancarlos	9	30
joleigh	9	30
karina	9	30
yaritza	9	30
briseyda	9	30
cali	9	30
elsy	9	30
jaiden	9	30
elodie	9	30
alexes	9	30
amarah	9	30
cornell	9	30
philomena	9	30
krystian	9	30
myracle	9	30
yahaira	9	30
aniyla	9	30
karim	9	30
gisele	9	30
keyla	9	30
lyam	9	29
tonya	9	29
celest	9	29
ryver	9	29
jayshawn	9	29
sahil	9	29
mccoy	9	29
eamonn	9	29
lump	9	29
jaidah	9	29
mareli	9	29
alexandra	9	29
yuritzi	9	29
aleksandr	9	29
louella	9	29
callee	9	28
kayanna	9	28
yanira	9	28
briza	9	28
rosaline	9	28
lizandro	9	28
norberto	9	28
shilo	9	28
remorseful	9	28
sylas	9	28
harboring	9	28
stockton	9	28
ramiyah	9	28
cynthia	9	28
jaylah	9	28
brently	9	28
guillermo	9	28
ayelet	9	28
brett	9	28
ruhi	9	28
tasneem	9	28
talisha	9	28
izabella	9	28
daveon	9	28
loretta	9	28
darvin	9	28
kandace	9	28
fatoumata	9	28
lamont	9	27
trina	9	27
madilynn	9	27
kahlil	9	27
haydon	9	27
leanne	9	27
cheyann	9	27
belen	9	27
caleah	9	27
kiptyn	9	27
aariyah	9	27
aleina	9	27
alayjah	9	27
adalynn	9	27
giancarlo	9	27
talan	9	27
destany	9	27
frankie	9	27
demarius	9	27
sylvester	9	27
ayana	9	26
natalia	9	26
daelyn	9	26
zowie	9	26
zaniya	9	26
samiah	9	26
adisyn	9	26
gadiel	9	26
jacquelynn	9	26
aram	9	26
leslye	9	26
demetrius	9	26
keilyn	9	26
jlynn	9	26
kenyetta	9	26
elly	9	26
jessika	9	26
aileen	9	26
steffen	9	25
ziah	9	25
braxten	9	25
mellissa	9	25
nabeel	9	25
dannielle	9	25
johnathen	9	25
carleigh	9	25
hezekiah	9	25
alma	9	25
cutler	9	25
aliah	9	25
rooney	9	25
anakaren	9	25
rashaan	9	25
rosalynn	9	25
kartier	9	25
tiernan	9	25
yariel	9	25
maram	9	25
nizhoni	9	25
kaysie	9	25
elianna	9	25
kalayah	9	25
jaivon	9	25
zoe	9	25
khylee	9	25
leeah	9	25
avalynn	9	25
deaundre	9	25
ximena	9	24
binyomin	9	24
seana	9	24
aseel	9	24
parrish	9	24
zacchaeus	9	24
indigo	9	24
lenin	9	24
ryland	9	24
dmarcus	9	24
marquel	9	24
yuvraj	9	24
reno	9	24
chantal	9	24
romy	9	24
malissa	9	24
tyrek	9	24
ila	9	24
shayan	9	24
kimberly	9	24
jaymeson	9	24
nima	9	23
romario	9	23
jurnee	9	23
jadeyn	9	23
janina	9	23
janis	9	23
emmaleigh	9	23
cally	9	23
alani	9	23
alberto	9	23
korbyn	9	23
shelia	9	23
destinee	9	23
sheena	9	23
kensey	9	23
torie	9	23
sherrod	9	23
alyah	9	23
kyana	9	23
jerrett	9	23
shamika	9	23
annelise	9	23
kieara	9	23
maeleigh	9	23
zuzanna	9	23
azlynn	9	23
townes	9	23
kiera	9	23
shaelyn	9	23
kaelan	9	23
bayan	9	22
ramona	9	22
crista	9	22
hershel	9	22
marya	9	22
tamaya	9	22
britani	9	22
kennedie	9	22
courtney	9	22
anyiah	9	22
mauricio	9	22
zacarias	9	22
zola	9	22
marilyn	9	22
adelynne	9	22
adela	9	22
tailynn	9	22
lakisha	9	22
lainee	9	22
nasya	9	22
delila	9	21
donovin	9	21
gizelle	9	21
nader	9	21
darron	9	21
najae	9	21
hollyn	9	21
micaela	9	21
kreed	9	21
kyleigh	9	21
madina	9	21
cincere	9	21
raelyn	9	21
ashia	9	21
fulton	9	21
giorgio	9	21
wendy	9	21
journee	9	20
valkyrie	9	20
ashante	9	20
davian	9	20
delton	9	20
zachariah	9	20
mairead	9	20
kylo	9	20
kalon	9	20
jashawn	9	20
kiely	9	20
leeland	9	20
azucena	9	20
habib	9	19
nyjah	9	19
roma	9	19
nakayla	9	19
darby	9	19
amaia	9	19
follower	9	19
amiya	9	19
oralia	9	18
rosaleigh	9	18
jaritza	9	18
braylee	9	18
fined	9	18
janee	9	18
wags	9	17
megan	9	17
rami	9	17
keyshawn	9	17
tashaun	9	17
jeanette	9	17
kylah	9	17
jordyn	9	17
eron	9	17
merritt	9	17
mikey	9	17
maite	9	16
sharpie	9	16
chelsey	9	16
kenzleigh	9	16
amariah	9	16
trembling	9	16
noa	9	16
sank	9	16
abrianna	9	15
alizabeth	9	15
jimmy	9	15
bribe	9	14
honked	9	14
greatness	9	14
veterinarian	9	13
homeland	9	13
shin	9	13
frantically	9	13
retire	9	13
armed	9	12
thinker	9	12
rectangular	9	12
thump	9	12
corporation	9	12
bentley	9	12
flirty	9	11
mocking	9	11
upsets	9	11
negotiated	9	11
prized	9	11
enchilada	9	11
automobile	9	11
nightclub	9	11
harassment	9	11
crumpled	9	10
consequently	9	10
thorn	9	10
enthusiastically	9	10
punishing	9	10
declaration	9	10
racks	9	9
reappear	9	9
veins	9	9
shivers	9	9
shortcomings	9	9
directory	9	9
beloved	9	9
abortion	9	9
whistling	9	8
touchdown	9	8
wrongly	9	8
convictions	9	8
sickness	9	8
barks	9	8
hovered	9	8
hero's	9	8
loitering	9	8
disciple	9	8
ruled	9	8
partner's	9	7
sprays	9	7
argentina	9	7
burying	9	7
bachelor	9	7
king's	9	7
piggy	9	7
astray	9	7
eyed	9	7
mugged	9	7
peroxide	9	7
embroidered	9	7
swallowed	9	7
nerd	9	7
wig	9	7
trumpet	9	6
scrap	9	6
government's	9	6
psalms	9	6
publisher	9	6
nicknames	9	6
bluff	9	6
cherishes	9	6
bowtie	9	5
glittery	9	5
deaf	9	5
consists	9	5
hollywood	9	5
tim's	9	5
engraved	9	5
wrinkle	9	5
appoint	9	5
emailing	9	5
sitter	9	5
fourteen	9	5
sundress	9	5
river's	9	5
sons	9	5
shooter	9	5
casino	9	5
homecoming	9	5
passengers	9	4
corruption	9	4
pickup	9	4
herd	9	4
grease	9	4
recliner	9	4
withdraw	9	4
cha	9	4
flap	9	4
quarterback	9	4
spies	9	4
complimentary	9	4
burial	9	4
piping	9	4
rascal	9	4
airline	9	4
manure	9	4
siding	9	4
corrupt	9	4
evade	9	4
badminton	9	4
orion's	9	4
geese	9	4
erratic	9	4
livestock	9	3
rifle	9	3
removal	9	3
snowballs	9	3
fumes	9	3
tempers	9	3
critiquing	9	3
kevin's	9	3
alphabetical	9	3
parsnips	9	3
tardiness	9	3
devoured	9	3
vroom	9	3
overconfident	9	3
idle	9	3
organs	9	3
dented	9	3
anvil	9	3
portraying	9	3
persevered	9	3
unsupported	9	3
lightbulb	9	3
sanded	9	3
anniversaries	9	3
tinted	9	3
headline	9	3
tee	9	3
kiosk	9	2
wallets	9	2
premature	9	2
bender	9	2
requesting	9	2
tinder	9	2
ringtone	9	2
fright	9	2
hotter	9	2
rooks	9	2
plum	9	2
pastime	9	2
occupy	9	2
puerto	9	2
organizer	9	2
violation	9	2
erasing	9	2
pea	9	2
multiplied	9	2
nominated	9	2
russian	9	2
nightly	9	2
jotted	9	2
lair	9	2
memes	9	2
penalty	9	2
aching	9	2
safari	9	2
curved	9	2
accolades	9	2
creator	9	2
anthropology	9	2
formulate	9	2
unbiased	9	2
drilling	9	2
statistic	9	2
antiques	9	2
chime	9	2
whiff	9	2
hinders	9	2
incompetence	9	2
claws	9	2
swoop	9	2
stemmed	9	2
intimately	9	2
canoeing	9	2
whales	9	2
overpowered	9	2
saddle	9	2
granny	9	1
tolerated	9	1
tipsy	9	1
coordinates	9	1
clam	9	1
adolescence	9	1
contractor	9	1
rickety	9	1
complacency	9	1
circumstantial	9	1
hover	9	1
seized	9	1
repel	9	1
formatted	9	1
stargaze	9	1
validating	9	1
ineffective	9	1
coated	9	1
spatula	9	1
rsvps	9	1
wits	9	1
overexert	9	1
hauling	9	1
differs	9	1
dashing	9	1
breaker	9	1
biased	9	1
protagonists	9	1
vaccinations	9	1
sharpened	9	1
nuggets	9	1
rafting	9	1
jason's	9	1
remodeling	9	1
volleys	9	1
sugarcoat	9	1
radical	9	1
extinguisher	9	1
overflow	9	1
coupons	9	1
conception	9	1
dipped	9	1
intensifies	9	1
rank	9	1
treaty	9	1
nation	9	1
decimal	9	1
packets	9	1
himalayas	9	1
oppressive	9	1
beginner's	9	1
sucker	9	1
retaliate	9	1
regulating	9	1
apprehension	9	1
competitively	9	1
gleaming	9	0
terrace	9	0
melancholy	9	0
flares	9	0
toying	9	0
unwritten	9	0
gazebo	9	0
sailors	9	0
powerhouse	9	0
monday's	9	0
symphonies	9	0
ionic	9	0
delegated	9	0
mull	9	0
misstep	9	0
acids	9	0
lore	9	0
symbolizing	9	0
equate	9	0
progressions	9	0
misinterpretation	9	0
sidekick	9	0
amiss	9	0
mis	9	0
sapphires	9	0
thoughtlessness	9	0
fractured	9	0
potassium	9	0
wordplay	9	0
unexplained	9	0
mnemonic	9	0
correlates	9	0
revolutions	9	0
inclination	9	0
undergoes	9	0
glows	9	0
worrisome	9	0
fluke	9	0
transcending	9	0
ph	9	0
lakeview	9	0
redistribution	9	0
multiplies	9	0
cooking's	9	0
novelty	9	0
ser	9	0
paste	9	0
condense	9	0
glimmers	9	0
thingy	9	0
engravings	9	0
freaky	9	0
contemplative	9	0
affirmation	9	0
overcook	9	0
ch	9	0
specificity	9	0
kings	9	0
familiarizing	9	0
forecasted	9	0
petal	9	0
smartphone	9	0
semblance	9	0
scatterbrained	9	0
changers	9	0
riskier	9	0
directives	9	0
checklists	9	0
stevens	9	0
reversing	9	0
miracles	9	0
mediator	9	0
ergonomics	9	0
foreseen	9	0
finely	9	0
mathematician	9	0
chillier	9	0
sprinkled	9	0
translations	9	0
upping	9	0
nesting	9	0
speculating	9	0
headings	9	0
perpetually	9	0
lifeguards	9	0
glaciers	9	0
eisenhower	9	0
motifs	9	0
reclaim	9	0
modernizing	9	0
presentation's	9	0
combating	9	0
conversions	9	0
internalize	9	0
fabricated	9	0
compression	9	0
stances	9	0
detach	9	0
fieldwork	9	0
starlit	9	0
swooping	9	0
standalone	9	0
reaffirm	9	0
clashes	9	0
relativity	9	0
creak	9	0
rewatch	9	0
breakout	9	0
scariest	9	0
dreaded	9	0
curate	9	0
souvenir	9	0
replaceable	9	0
synthesis	9	0
popcorn's	9	0
breached	9	0
icebreakers	9	0
antihistamines	9	0
softest	9	0
alerting	9	0
einstein	9	0
unveiling	9	0
leagues	9	0
treading	9	0
eights	9	0
diaphragm	9	0
replicating	9	0
portfolios	9	0
sapiens	9	0
hybrids	9	0
pines	9	0
nasal	9	0
winery	9	0
suvs	9	0
technicalities	9	0
critters	9	0
baseless	9	0
derailing	9	0
bonfires	9	0
grimy	9	0
simplification	9	0
sublime	9	0
clunky	9	0
waddling	9	0
roadworks	9	0
constraint	9	0
stagnation	9	0
disconnection	9	0
overhyped	9	0
podr	9	0
motherboard	9	0
au	9	0
prolong	9	0
triggering	9	0
workbench	9	0
what've	9	0
qa	9	0
appetizing	9	0
fizzy	9	0
misinterpreting	9	0
technology's	9	0
entice	9	0
excellently	9	0
cavities	9	0
differential	9	0
lucked	9	0
recreating	9	0
gantt	9	0
whodunit	9	0
idioms	9	0
crazier	9	0
presume	9	0
pic	9	0
pillar	9	0
invoke	9	0
punchlines	9	0
parades	9	0
greeks	9	0
hiit	9	0
unreachable	9	0
modernize	9	0
triathlon	9	0
purest	9	0
harmonized	9	0
squeaking	9	0
overcommit	9	0
fumble	9	0
patterned	9	0
ancestry	9	0
reserves	9	0
locating	9	0
anxieties	9	0
inconveniences	9	0
revitalize	9	0
stinks	9	0
stereotypes	9	0
elective	9	0
chirp	9	0
jackpot	9	0
merges	9	0
avalanche	9	0
peckish	9	0
undertake	9	0
overshadows	9	0
informally	9	0
looped	9	0
detox	9	0
knee's	9	0
decimals	9	0
narrated	9	0
bundles	9	0
drowsiness	9	0
pretentious	9	0
underdeveloped	9	0
oaks	9	0
lapses	9	0
infotainment	9	0
inverse	9	0
evading	9	0
talker	9	0
bundled	9	0
fermentation	9	0
soaps	9	0
wildfire	9	0
overburdened	9	0
starlight	9	0
interconnect	9	0
ursa	9	0
unofficial	9	0
rewind	9	0
counterattack	9	0
estado	9	0
mastery	9	0
elaboration	9	0
patching	9	0
fountains	9	0
waits	8	171
inferior	8	84
sings	8	70
leans	8	61
patted	8	53
female	8	47
reis	8	42
sybil	8	40
rebellious	8	38
jarely	8	36
nicolle	8	36
amoura	8	36
citlaly	8	36
zipporah	8	35
carolann	8	35
mariaelena	8	35
yarely	8	35
heston	8	35
seeks	8	35
yamilet	8	34
rainer	8	34
akhil	8	34
nikolaos	8	33
cristina	8	33
valentin	8	33
kaylia	8	33
sayra	8	33
abdurrahman	8	32
rests	8	32
iker	8	32
juvenal	8	32
kaeleigh	8	32
oliva	8	31
jalayah	8	31
leapt	8	31
yisel	8	31
carmelo	8	31
terriana	8	31
arely	8	30
ajanae	8	30
senna	8	30
khaliyah	8	30
arlie	8	30
lillyan	8	30
atharva	8	30
leighanna	8	30
hiba	8	30
cavin	8	30
raquan	8	30
irena	8	30
reunited	8	30
brynley	8	30
niah	8	29
confiding	8	29
